16,18
[floor1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,A1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0
0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,K3,0,D2,0
0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,D2,0
0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
0,0,0,A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,K1,-1,D3,D3,-1
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,T2,0,0,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,UP,0
0,0,D1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
[floor2]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,T1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,D2,0
0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,D2,0
0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,D3,D3,-1
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,D1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0

